"index","id","age","gender","driving_experience","education","income","credit_score","vehicle_ownership","vehicle_year","married","children","postal_code","annual_mileage","vehicle_type","speeding_violations","duis","past_accidents","outcome"
"29","389792","3","1","0-9y","university","upper class","0.6498204712","1","after 2015","1","1","32765","9000","sedan","0","0","0","1"
"30","642614","2","1","20-29y","high school","middle class","0.5218044346","1","after 2015","1","1","92101","7000","sedan","2","0","1","0"
"31","951465","3","0","30y+","university","upper class","0.7012683241","1","before 2015","1","1","10238","10000","sedan","3","1","1","0"
"32","496987","0","1","0-9y","none","poverty","0.1712440288","1","before 2015","1","1","10238","9000","sedan","0","0","0","0"
"33","732437","0","1","0-9y","none","poverty","0.3184419972","1","before 2015","0","1","32765","10000","sedan","0","0","0","1"
"34","146897","1","0","0-9y","high school","middle class","0.6046842697","1","before 2015","1","1","21217","11000","sedan","0","0","0","1"
"35","316173","0","1","0-9y","university","working class","0.5049948526","0","after 2015","0","0","32765","8000","sedan","0","0","0","1"
"36","9013","1","1","10-19y","high school","working class","0.6251466353","1","before 2015","0","1","10238","17000","sedan","3","0","2","0"
"37","511757","2","0","10-19y","none","middle class","","1","before 2015","1","1","10238","11000","sedan","2","0","1","0"
"38","429947","3","1","30y+","university","upper class","","0","after 2015","0","1","10238","12000","sports car","6","0","5","0"
"39","485660","2","1","10-19y","university","upper class","0.5781305873","1","before 2015","0","1","92101","14000","sedan","1","0","1","0"
"40","80496","3","1","30y+","high school","upper class","0.7054542902","1","before 2015","1","1","10238","10000","sedan","5","1","3","0"
"41","478336","2","1","20-29y","university","upper class","0.6595254906","1","after 2015","0","1","10238","16000","sedan","4","0","2","0"
"42","10843","2","1","20-29y","university","upper class","0.587383612","0","after 2015","1","1","32765","9000","sedan","10","2","0","0"
"43","397446","0","1","0-9y","none","poverty","0.4064824254","0","before 2015","0","0","10238","16000","sedan","0","0","0","1"
"44","101678","1","0","10-19y","high school","poverty","0.285747132","0","before 2015","0","1","10238","13000","sedan","1","0","0","1"
"45","231661","2","1","20-29y","high school","middle class","0.5022849653","0","before 2015","0","0","10238","14000","sports car","3","0","4","0"
"46","173782","3","1","20-29y","high school","upper class","0.625625721","1","after 2015","1","1","10238","7000","sedan","7","0","5","0"
"47","921097","2","0","20-29y","university","upper class","","1","after 2015","1","1","92101","11000","sedan","3","0","2","0"
"48","98839","1","0","10-19y","university","working class","0.39315313","1","before 2015","0","1","32765","12000","sedan","1","0","0","0"
"49","105372","1","0","10-19y","none","working class","0.5039497598","0","before 2015","0","1","10238","14000","sedan","1","0","0","0"
"50","888828","2","1","20-29y","university","upper class","0.6586274303","1","before 2015","1","0","10238","14000","sedan","3","0","2","0"
"51","37454","1","0","0-9y","high school","working class","0.5241464658","0","before 2015","0","0","10238","17000","sedan","0","0","0","1"
"52","370044","3","1","20-29y","university","upper class","0.5531007571","0","after 2015","1","1","32765","7000","sedan","9","0","1","0"
"53","768282","0","0","0-9y","university","working class","0.4475509489","0","before 2015","1","1","10238","8000","sedan","0","0","0","1"
"54","738729","0","0","0-9y","none","working class","0.5107331365","1","before 2015","1","1","10238","7000","sedan","0","0","0","1"
"55","437535","1","0","10-19y","high school","middle class","","1","after 2015","1","0","10238","15000","sedan","0","0","0","0"
"56","329536","0","0","0-9y","high school","poverty","0.4613735917","0","before 2015","0","0","32765","9000","sedan","0","0","0","1"
"57","328531","2","0","20-29y","university","middle class","0.3875569444","0","after 2015","0","1","32765","12000","sedan","2","0","1","0"
"58","123941","2","0","20-29y","university","middle class","0.5701572257","1","after 2015","1","1","10238","","sedan","0","0","0","0"
"59","131881","1","1","10-19y","university","working class","0.5501250876","1","before 2015","0","0","10238","16000","sedan","0","1","0","0"
"60","839572","2","1","20-29y","high school","working class","0.4529442316","0","before 2015","1","1","10238","12000","sedan","3","0","1","0"
"61","171578","1","1","10-19y","university","upper class","","1","before 2015","1","1","10238","8000","sedan","2","0","1","0"
"62","589757","2","0","20-29y","high school","upper class","0.5352743097","1","before 2015","1","1","92101","7000","sedan","2","0","0","0"
"63","336859","0","0","0-9y","university","middle class","0.6147359486","1","before 2015","0","1","10238","15000","sedan","0","0","0","1"
"64","788111","2","0","20-29y","high school","poverty","0.4544471564","1","before 2015","1","1","10238","","sedan","1","0","1","0"
"65","407453","2","0","0-9y","university","upper class","0.6137409184","1","before 2015","0","0","10238","","sedan","0","0","0","0"
"66","367026","2","0","10-19y","high school","working class","0.532661328","1","before 2015","1","1","10238","11000","sedan","0","0","0","0"
"67","334687","2","0","0-9y","university","middle class","0.4277285143","1","before 2015","0","0","10238","15000","sedan","0","0","0","1"
"68","623367","3","1","20-29y","university","upper class","0.6859457214","1","before 2015","1","1","32765","5000","sedan","4","1","4","0"
"69","688440","3","1","10-19y","university","upper class","0.6936124267","1","before 2015","1","1","10238","10000","sedan","2","0","0","0"
"70","547974","3","1","20-29y","high school","upper class","0.5979905964","0","before 2015","1","1","10238","12000","sedan","2","1","7","1"
"71","989064","1","1","0-9y","none","poverty","0.3308186665","0","after 2015","1","1","10238","12000","sedan","0","0","0","1"
"72","422816","2","1","20-29y","high school","working class","","1","before 2015","0","0","10238","12000","sedan","5","0","7","0"
"73","307408","1","0","10-19y","none","working class","","1","before 2015","0","1","10238","9000","sedan","2","0","0","0"
"74","675898","0","1","0-9y","high school","middle class","0.5083042184","1","before 2015","0","1","10238","16000","sedan","0","0","0","0"
"75","480452","1","0","0-9y","university","upper class","0.7641329165","1","before 2015","1","1","10238","12000","sedan","0","0","0","0"
"76","93199","2","0","0-9y","university","middle class","0.4775169604","1","after 2015","1","1","10238","14000","sedan","0","0","0","0"
"77","125802","2","0","20-29y","university","upper class","0.6812332078","1","before 2015","1","1","10238","10000","sedan","0","0","1","0"
"78","616663","2","1","0-9y","university","upper class","0.4671555457","1","after 2015","0","0","10238","16000","sedan","0","0","0","0"
"79","423497","0","0","0-9y","high school","working class","0.3941632455","1","before 2015","0","0","10238","16000","sedan","0","0","0","1"
"80","492837","2","0","10-19y","university","upper class","0.6610607323","1","after 2015","1","1","10238","14000","sedan","0","0","0","0"
"81","422563","2","1","20-29y","university","upper class","0.6651879748","0","before 2015","0","1","10238","14000","sedan","2","0","1","0"
"82","185231","0","0","0-9y","high school","middle class","0.5607702066","1","before 2015","0","1","10238","11000","sedan","0","0","0","0"
"83","949152","1","0","10-19y","university","upper class","0.7454327104","0","after 2015","0","0","32765","9000","sedan","0","0","0","0"
"84","859453","1","1","10-19y","university","middle class","0.5325743522","1","before 2015","1","1","10238","13000","sedan","1","0","2","0"
"85","466578","1","0","10-19y","high school","middle class","0.5267473391","1","after 2015","0","1","10238","14000","sedan","0","0","0","0"
"86","998214","0","0","0-9y","none","poverty","0.4124517462","0","before 2015","0","0","10238","14000","sedan","0","0","0","1"
"87","828462","2","1","20-29y","high school","working class","0.3871071449","0","before 2015","0","1","10238","16000","sedan","0","0","6","0"
"88","511837","3","1","10-19y","high school","middle class","0.5499938678","1","before 2015","1","1","32765","9000","sedan","3","1","1","0"
"89","554995","0","1","0-9y","university","upper class","0.5853420948","1","before 2015","1","1","10238","12000","sports car","0","0","0","1"
"90","680717","3","1","30y+","none","middle class","0.5987396054","1","before 2015","1","1","10238","14000","sedan","6","1","3","0"
"91","978021","2","1","20-29y","university","upper class","0.6026557001","1","after 2015","1","1","10238","7000","sedan","4","0","6","0"
"92","509815","1","0","0-9y","high school","working class","0.5114570585","1","after 2015","1","1","32765","","sedan","0","0","0","0"
"93","6676","2","0","20-29y","high school","upper class","0.5586591735","0","before 2015","0","1","10238","15000","sedan","3","0","2","0"
"94","362280","2","1","10-19y","high school","working class","0.6284070137","0","before 2015","0","0","10238","13000","sedan","0","0","0","1"
"95","883018","2","1","0-9y","high school","working class","0.5057903733","1","before 2015","0","1","10238","13000","sedan","0","0","0","0"
"96","889355","1","0","10-19y","university","upper class","0.7268184181","1","before 2015","1","1","10238","15000","sedan","2","0","0","0"
"97","198273","3","1","20-29y","university","upper class","0.6904423336","1","after 2015","1","1","32765","9000","sedan","8","0","2","0"
"98","197763","2","1","20-29y","university","upper class","0.4796771647","0","after 2015","1","0","10238","14000","sedan","1","0","2","0"
"99","55670","1","1","10-19y","university","upper class","","1","after 2015","1","1","10238","11000","sedan","3","1","0","0"
"100","545941","2","0","20-29y","none","working class","0.4405592042","1","after 2015","1","1","10238","11000","sedan","1","0","2","0"
"101","814196","0","0","0-9y","none","middle class","0.6340525972","1","before 2015","0","1","32765","","sedan","0","0","0","1"
"102","560160","0","0","0-9y","high school","poverty","0.457469588","0","before 2015","0","0","10238","","sedan","0","0","0","0"
"103","320444","1","1","0-9y","none","poverty","0.3086490182","0","before 2015","0","1","10238","14000","sedan","0","0","0","0"
"104","305793","0","1","0-9y","high school","poverty","0.2458351852","0","before 2015","1","1","10238","11000","sedan","0","0","0","1"
"105","362190","0","1","0-9y","high school","poverty","0.305646519","0","before 2015","0","0","10238","14000","sedan","0","0","0","1"
"106","62647","1","1","10-19y","high school","upper class","0.7440140863","1","before 2015","0","0","10238","13000","sedan","2","0","1","0"
"107","296948","2","1","10-19y","university","upper class","0.6704645468","1","after 2015","1","1","10238","14000","sedan","0","0","0","0"
"108","673660","3","0","30y+","high school","upper class","0.6830407985","0","after 2015","1","1","10238","10000","sedan","4","1","3","0"
"109","945867","0","1","0-9y","university","middle class","0.8286285691","1","before 2015","0","0","10238","13000","sedan","0","0","0","1"
"110","391880","3","1","30y+","none","middle class","","1","before 2015","1","1","32765","10000","sedan","12","2","2","0"
"111","241973","3","0","30y+","high school","upper class","0.629338094","1","before 2015","1","0","10238","11000","sedan","2","0","2","0"
"112","429503","0","1","0-9y","high school","poverty","0.2837242105","0","before 2015","0","1","10238","15000","sedan","0","0","0","1"
"113","810013","0","1","0-9y","university","working class","0.4576486816","1","after 2015","0","0","10238","14000","sports car","0","0","0","1"
"114","663458","0","0","0-9y","high school","poverty","0.3049876424","0","before 2015","0","0","10238","15000","sedan","0","0","0","1"
"115","879976","0","1","0-9y","high school","working class","0.5517442884","0","before 2015","1","1","32765","10000","sedan","0","0","0","1"
"116","418841","0","1","0-9y","none","poverty","0.3186855562","1","before 2015","1","0","32765","9000","sedan","0","0","0","1"
"117","542236","1","1","10-19y","none","working class","0.4369441942","1","before 2015","0","0","10238","12000","sedan","3","0","0","0"
"118","937573","2","1","10-19y","university","upper class","0.6291939843","1","before 2015","1","1","32765","7000","sedan","5","0","1","0"
"119","670850","0","1","0-9y","university","working class","0.4055600159","1","before 2015","0","0","10238","17000","sedan","0","0","0","1"
"120","151252","0","1","0-9y","university","middle class","0.6235462116","1","before 2015","1","0","10238","11000","sedan","0","0","0","0"
"121","706349","3","1","10-19y","university","upper class","0.7270329898","1","before 2015","1","1","10238","10000","sedan","1","1","2","0"
"122","602998","3","1","20-29y","none","working class","0.4268283889","1","before 2015","1","0","10238","14000","sedan","3","1","7","0"
"123","242772","1","0","10-19y","none","middle class","0.5036589704","1","before 2015","0","1","10238","10000","sedan","1","2","0","0"
"124","393449","1","0","10-19y","high school","middle class","","0","before 2015","0","0","10238","12000","sedan","2","0","0","0"
"125","380740","3","1","30y+","university","upper class","0.7264400018","1","after 2015","1","1","10238","7000","sedan","2","0","3","0"
"126","938115","0","0","0-9y","none","poverty","0.2444900931","0","before 2015","0","1","32765","","sedan","0","0","0","1"
"127","727943","0","1","0-9y","university","middle class","0.5757707975","1","before 2015","0","0","10238","11000","sedan","0","0","0","1"
"128","766309","0","1","0-9y","high school","poverty","","0","before 2015","0","0","10238","10000","sports car","0","0","0","1"
"129","261229","0","1","0-9y","university","working class","0.4686719657","1","after 2015","0","1","32765","9000","sedan","0","0","0","1"
"130","60866","3","1","20-29y","university","upper class","0.6970834558","0","after 2015","0","1","10238","13000","sedan","3","0","2","0"
"131","752797","2","0","20-29y","high school","working class","0.5429181079","1","before 2015","0","0","10238","15000","sedan","1","1","0","0"
"132","45002","3","1","30y+","high school","upper class","0.6722562535","1","before 2015","1","1","10238","9000","sedan","4","1","2","0"
"133","482448","0","1","0-9y","none","poverty","0.3864066186","0","before 2015","0","0","32765","8000","sedan","0","0","0","1"
"134","549142","0","1","0-9y","university","middle class","0.5512978331","1","before 2015","1","1","10238","12000","sedan","0","0","0","1"
"135","95138","2","1","20-29y","high school","middle class","0.5985570254","0","after 2015","1","0","10238","14000","sedan","4","1","4","0"
"136","851152","1","0","10-19y","none","working class","","0","before 2015","1","1","10238","","sedan","0","0","1","0"
"137","615991","2","0","20-29y","high school","upper class","0.5824219946","1","after 2015","1","1","10238","11000","sedan","2","0","1","0"
"138","424820","1","0","10-19y","high school","middle class","0.5401827232","1","before 2015","1","1","10238","","sedan","0","0","1","0"
"139","807847","3","1","20-29y","university","upper class","0.6330139475","1","after 2015","0","1","10238","14000","sedan","3","1","4","0"
"140","758983","2","1","20-29y","high school","middle class","0.5522046303","1","after 2015","1","0","32765","12000","sedan","6","0","3","0"
"141","987114","1","0","0-9y","university","middle class","0.3266816102","0","before 2015","0","0","10238","16000","sedan","0","0","0","1"
"142","873457","2","1","20-29y","high school","middle class","0.5880825424","1","before 2015","1","1","10238","13000","sedan","7","1","1","0"
"143","699703","3","0","0-9y","university","upper class","0.7022748021","0","before 2015","1","1","92101","10000","sedan","0","0","0","1"
"144","563342","3","0","0-9y","university","upper class","0.7266055392","1","before 2015","0","1","10238","13000","sedan","0","0","0","0"
"145","504412","1","1","10-19y","university","working class","","0","before 2015","1","1","10238","12000","sedan","3","2","3","1"
"146","284106","3","1","30y+","university","upper class","0.7323821214","1","before 2015","1","1","10238","12000","sedan","5","1","5","0"
"147","78189","0","0","0-9y","none","poverty","0.2012839212","1","before 2015","0","0","32765","12000","sedan","0","0","0","1"
"148","427520","1","1","10-19y","university","middle class","0.4641607076","0","before 2015","0","0","10238","16000","sedan","0","1","0","0"
"149","689030","2","0","20-29y","university","upper class","0.6579677428","1","after 2015","1","0","92101","13000","sedan","1","0","1","0"
"150","966467","3","1","30y+","university","upper class","0.6002161554","1","before 2015","1","1","10238","13000","sedan","5","2","4","0"
"151","288712","3","1","30y+","university","upper class","0.6663760182","1","after 2015","1","1","10238","12000","sedan","3","0","7","0"
"152","228114","1","1","0-9y","high school","working class","0.4031472802","1","before 2015","1","1","10238","10000","sedan","0","0","0","0"
"153","63715","3","1","20-29y","university","upper class","0.4169350441","1","before 2015","0","1","10238","13000","sedan","5","1","5","0"
"154","624077","3","0","30y+","none","upper class","0.5948797137","1","before 2015","1","1","32765","8000","sports car","10","0","1","0"
"155","726352","1","1","10-19y","none","poverty","0.3804265035","0","before 2015","1","1","10238","16000","sedan","1","0","1","0"
"156","150072","0","0","0-9y","none","poverty","","0","before 2015","0","0","21217","14000","sedan","0","0","0","1"
"157","792396","3","0","30y+","university","upper class","0.6806176324","1","before 2015","1","1","10238","12000","sedan","1","2","2","0"
"158","768933","2","1","0-9y","high school","working class","0.35595047","1","before 2015","0","1","10238","16000","sedan","0","0","0","1"
"159","452356","2","0","10-19y","none","middle class","","1","before 2015","0","1","32765","10000","sedan","2","0","0","0"
"160","849811","3","0","30y+","high school","upper class","0.5878314264","1","after 2015","1","0","32765","","sports car","3","0","1","0"
"161","579336","3","0","10-19y","university","upper class","0.5733880426","1","after 2015","1","1","10238","10000","sedan","0","0","2","0"
"162","648922","0","1","0-9y","university","middle class","0.2964062828","1","before 2015","0","0","10238","13000","sedan","0","0","0","1"
"163","47909","3","1","10-19y","university","upper class","0.4295096986","1","before 2015","1","1","10238","10000","sedan","1","0","4","0"
"164","619577","3","0","30y+","university","upper class","0.6885687186","1","after 2015","0","1","92101","11000","sedan","2","0","0","0"
"165","212678","3","0","20-29y","university","upper class","0.700017432","1","after 2015","0","1","32765","13000","sedan","1","0","1","0"
"166","579720","1","1","10-19y","university","working class","0.449588631","0","before 2015","0","1","10238","","sports car","0","0","1","1"
"167","995884","2","0","20-29y","university","upper class","0.6900455819","1","after 2015","1","0","10238","11000","sedan","2","1","1","0"
"168","226326","2","0","10-19y","university","working class","0.4960298731","1","after 2015","0","0","10238","13000","sedan","0","0","1","0"
"169","943922","1","1","10-19y","university","upper class","0.6563457625","0","after 2015","1","1","32765","6000","sedan","8","0","0","0"
"170","510116","2","1","0-9y","high school","middle class","0.498356626","1","after 2015","0","1","10238","12000","sedan","0","0","0","0"
"171","536546","0","0","0-9y","university","middle class","0.5463825431","1","before 2015","1","1","10238","12000","sedan","0","0","0","0"
"172","75592","2","0","10-19y","high school","working class","0.3158628767","1","before 2015","0","1","10238","11000","sedan","0","0","1","0"
"173","487116","1","1","10-19y","none","working class","0.5300643171","1","before 2015","0","0","10238","","sedan","1","0","2","1"
"174","936820","1","0","10-19y","high school","working class","0.3578391721","1","before 2015","0","1","32765","12000","sedan","1","0","0","1"
"175","634050","3","1","10-19y","university","upper class","0.6727560528","1","after 2015","1","1","10238","9000","sedan","1","0","2","0"
"176","307397","2","1","20-29y","university","upper class","0.741999376","1","after 2015","0","1","10238","","sedan","2","0","2","0"
"177","558748","3","0","30y+","university","upper class","0.622651979","1","after 2015","1","1","10238","11000","sedan","1","0","0","0"
"178","856630","0","0","0-9y","high school","middle class","0.4801406677","0","after 2015","0","0","32765","14000","sedan","0","0","0","1"
"179","200009","3","1","30y+","university","upper class","0.678795431","1","after 2015","1","1","10238","11000","sedan","5","1","3","0"
"180","784462","3","1","30y+","university","upper class","","1","before 2015","1","1","32765","10000","sedan","13","1","6","0"
"181","792252","2","0","20-29y","university","upper class","0.515246708","1","after 2015","0","1","10238","12000","sedan","2","0","1","0"
"182","462586","1","1","10-19y","none","working class","0.4899205986","1","before 2015","0","1","10238","13000","sedan","3","0","1","0"
"183","577965","3","1","30y+","high school","middle class","0.4219579486","1","before 2015","0","1","10238","11000","sedan","4","0","6","0"
"184","818248","2","1","20-29y","university","upper class","0.5843548497","1","before 2015","0","0","10238","","sedan","1","0","2","0"
"185","491438","0","1","0-9y","none","poverty","","0","before 2015","0","0","10238","9000","sedan","0","0","0","1"
"186","896587","3","0","30y+","high school","upper class","0.5581569699","1","after 2015","0","1","10238","14000","sedan","0","0","0","0"
"187","431538","0","1","0-9y","high school","poverty","0.1941495484","0","before 2015","1","0","10238","12000","sports car","0","0","0","1"
"188","164516","0","1","0-9y","high school","poverty","0.3004973304","0","before 2015","0","0","10238","13000","sedan","0","0","0","1"
"189","479577","2","0","20-29y","university","upper class","0.6670906918","1","after 2015","1","1","10238","7000","sedan","4","0","0","0"
"190","395233","2","1","0-9y","high school","upper class","0.6130724079","1","before 2015","1","0","10238","","sedan","0","0","0","1"
"191","221838","2","1","10-19y","university","upper class","","1","after 2015","1","0","10238","11000","sedan","3","0","2","0"
"192","938476","1","1","10-19y","high school","middle class","0.595281763","1","before 2015","1","1","32765","8000","sedan","1","0","1","0"
"193","112454","1","1","0-9y","none","poverty","0.3482357883","0","before 2015","1","1","32765","7000","sedan","0","0","0","1"
"194","91246","1","1","10-19y","high school","working class","0.3566396715","1","after 2015","1","1","10238","8000","sedan","3","0","1","0"
"195","2743","1","0","10-19y","none","working class","0.3486591269","0","before 2015","1","0","21217","12000","sedan","0","0","0","1"
"196","248888","2","1","0-9y","high school","middle class","0.5594684861","1","before 2015","0","1","32765","12000","sedan","0","0","0","1"
"197","195523","0","1","0-9y","high school","poverty","0.514483731","0","before 2015","0","0","10238","12000","sedan","0","0","0","1"
"198","981926","2","0","20-29y","university","upper class","0.5626384061","1","after 2015","0","1","10238","13000","sedan","2","1","0","0"
"199","593426","2","1","20-29y","university","middle class","0.5717246253","1","before 2015","0","1","32765","15000","sedan","2","2","1","0"
"200","235574","3","0","30y+","university","upper class","0.651007869","1","after 2015","1","1","10238","12000","sedan","5","0","2","0"
"201","440993","0","1","0-9y","university","working class","0.3707348174","1","before 2015","0","0","10238","12000","sedan","0","0","0","1"
"202","446993","0","1","0-9y","high school","poverty","0.3051450777","1","before 2015","0","0","10238","14000","sedan","0","0","0","0"
"203","82684","1","1","10-19y","university","upper class","0.5744144217","1","before 2015","0","0","32765","","sedan","2","0","5","1"
"204","301242","1","0","10-19y","university","middle class","0.4500145681","1","before 2015","0","1","10238","13000","sedan","1","0","1","0"
"205","784122","1","1","10-19y","university","upper class","0.6364490959","1","before 2015","1","1","10238","","sedan","0","1","4","0"
"206","884967","3","1","30y+","university","upper class","0.4576717029","0","before 2015","1","1","10238","","sedan","4","0","8","0"
"207","7722","1","0","0-9y","high school","poverty","0.3357473732","0","before 2015","0","1","10238","15000","sedan","0","0","0","1"
"208","278557","1","0","10-19y","none","poverty","0.3186947649","0","before 2015","0","1","32765","","sports car","1","2","0","0"
"209","123443","1","1","10-19y","university","upper class","0.5578403272","1","after 2015","1","1","10238","10000","sedan","2","0","0","0"
"210","112143","0","0","0-9y","none","working class","0.1924274124","0","before 2015","0","1","32765","11000","sedan","0","0","0","1"
"211","912138","1","1","10-19y","university","working class","0.3528243251","0","before 2015","1","1","32765","11000","sports car","6","1","3","1"
"212","601305","3","0","0-9y","university","upper class","0.6475692349","0","after 2015","1","1","10238","11000","sedan","0","0","0","1"
"213","602274","0","0","0-9y","high school","middle class","0.4572362634","1","after 2015","0","0","92101","10000","sedan","0","0","0","0"
"214","352099","1","1","10-19y","none","middle class","0.5042469292","1","before 2015","0","1","10238","13000","sedan","0","0","1","0"
"215","660400","0","1","0-9y","high school","poverty","0.3749625007","1","before 2015","0","1","10238","15000","sedan","0","0","0","1"
"216","267614","0","0","0-9y","university","upper class","0.6603156213","1","before 2015","0","1","10238","11000","sports car","0","0","0","0"
"217","974380","2","0","20-29y","high school","upper class","0.4169178874","1","before 2015","0","1","32765","12000","sedan","3","0","0","0"
"218","346585","1","0","10-19y","high school","upper class","0.6350840348","1","before 2015","1","0","10238","17000","sedan","0","1","0","0"
"219","536135","1","1","10-19y","high school","middle class","0.4049288507","1","before 2015","1","1","92101","11000","sedan","2","0","0","0"
"220","75569","2","0","20-29y","high school","upper class","0.4956283926","0","after 2015","1","0","10238","11000","sedan","2","0","0","0"
"221","415320","0","1","0-9y","none","poverty","0.392177835","0","before 2015","1","0","10238","","sedan","0","0","0","1"
"222","645135","2","0","10-19y","high school","upper class","0.5149450496","1","after 2015","1","1","10238","11000","sedan","0","0","2","0"
"223","421596","3","1","30y+","university","upper class","0.5032225393","1","after 2015","1","1","10238","9000","sedan","6","2","10","0"
"224","164636","1","0","10-19y","university","upper class","0.7140339031","1","before 2015","1","1","21217","11000","sedan","0","0","0","1"
"225","405100","1","1","10-19y","high school","working class","0.3670512395","0","before 2015","1","0","10238","14000","sedan","1","0","1","1"
"226","315223","2","0","20-29y","high school","middle class","0.5793929044","1","before 2015","0","0","92101","13000","sedan","2","0","0","0"
"227","628723","2","0","20-29y","high school","middle class","0.5584702236","1","before 2015","0","1","10238","10000","sedan","1","0","4","0"
"228","483693","0","0","0-9y","high school","working class","0.2919776582","0","before 2015","0","1","32765","12000","sedan","0","0","0","1"
"229","416795","2","0","20-29y","high school","middle class","0.6615841421","1","before 2015","0","1","32765","12000","sedan","5","0","0","0"
"230","712973","0","0","0-9y","none","poverty","0.3788290288","0","before 2015","0","0","10238","17000","sedan","0","0","0","1"
"231","755061","0","0","0-9y","high school","poverty","0.374070559","1","before 2015","0","0","10238","15000","sedan","0","0","0","1"
"232","625426","2","1","20-29y","university","upper class","","1","before 2015","0","0","10238","13000","sedan","3","1","2","0"
"233","162614","3","1","30y+","university","upper class","0.4593785752","1","before 2015","1","1","10238","13000","sedan","1","0","5","0"
"234","732843","2","1","20-29y","university","middle class","","1","before 2015","0","0","10238","15000","sedan","2","0","5","0"
"235","466761","2","0","0-9y","university","upper class","0.4654506838","1","after 2015","1","1","10238","11000","sedan","0","0","0","0"
"236","498232","0","1","0-9y","high school","middle class","0.4086866981","1","before 2015","0","1","32765","9000","sedan","0","0","0","1"
"237","170391","3","0","20-29y","high school","upper class","0.5888021385","1","before 2015","1","1","10238","11000","sedan","2","0","2","0"
"238","918640","2","1","20-29y","high school","upper class","0.615024679","1","before 2015","1","1","32765","7000","sedan","3","1","0","0"
"239","937134","3","0","30y+","high school","upper class","","1","before 2015","1","1","32765","8000","sedan","2","0","0","0"
"240","273764","2","0","20-29y","university","upper class","0.5464601141","1","after 2015","1","1","10238","8000","sedan","1","0","1","0"
